,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
7776,Rajasthan,KOTA CITY,2013,86,154,6,101,5,512,0
7777,Rajasthan,KOTA RURAL,2013,45,65,0,166,0,247,0
7778,Rajasthan,NAGAUR,2013,97,106,20,110,0,500,0
7779,Rajasthan,PALI,2013,92,138,16,222,0,512,0
7780,Rajasthan,PRATAPGARH,2013,200,138,6,171,0,333,0
7781,Rajasthan,RAJSAMAND,2013,40,67,9,72,1,271,0
7782,Rajasthan,SAWAI MADHOPUR,2013,39,68,5,60,0,206,0
7783,Rajasthan,SIKAR,2013,73,133,13,50,0,397,0
7784,Rajasthan,SIROHI,2013,47,61,8,109,0,213,0
7785,Rajasthan,TONK,2013,33,76,5,75,8,352,0
7786,Rajasthan,UDAIPUR,2013,167,265,10,336,0,598,0
7787,Rajasthan,Ajmer,2014,130,162,10,181,0,844,0
7788,Rajasthan,Alwar,2014,299,247,33,256,0,720,0
7789,Rajasthan,Banswara,2014,146,136,6,103,0,198,0
7790,Rajasthan,Baran,2014,67,156,5,212,0,342,0
7791,Rajasthan,Barmer,2014,93,42,26,272,0,270,0
7792,Rajasthan,Bharatpur,2014,219,187,36,145,0,606,0
7793,Rajasthan,Bhilwara,2014,54,109,8,173,0,965,0
7794,Rajasthan,Bikaner,2014,75,71,15,89,0,584,0
7795,Rajasthan,Bundi,2014,80,119,4,179,0,325,0
7796,Rajasthan,Chittorgarh,2014,104,180,2,145,2,641,0
7797,Rajasthan,Churu,2014,72,58,7,45,0,414,0
7798,Rajasthan,Dausa,2014,37,88,5,150,0,234,0
7799,Rajasthan,Dholpur,2014,78,68,21,43,0,249,0
7800,Rajasthan,Dungarpur,2014,110,131,13,154,0,187,0
7801,Rajasthan,G.R.P.Ajmer,2014,3,8,1,5,2,0,0
7802,Rajasthan,G.R.P.Jodhpur,2014,1,1,0,7,0,0,0
7803,Rajasthan,Ganganagar,2014,180,129,17,147,2,923,0
7804,Rajasthan,Hanumangarh,2014,135,72,11,124,0,599,0
7805,Rajasthan,Jaipur East,2014,73,126,8,165,0,313,0
7806,Rajasthan,Jaipur North,2014,42,104,4,75,0,296,0
7807,Rajasthan,Jaipur Rural,2014,80,128,13,183,0,256,0
7808,Rajasthan,Jaipur South,2014,56,90,8,97,0,210,0
7809,Rajasthan,Jaipur West,2014,92,118,13,118,0,336,0
7810,Rajasthan,Jaisalmer,2014,10,10,5,94,0,48,0
7811,Rajasthan,Jalore,2014,43,57,9,104,0,183,0
7812,Rajasthan,Jhalawar,2014,138,153,11,296,2,524,0
7813,Rajasthan,Jhunjhunu,2014,79,89,12,53,0,361,0
7814,Rajasthan,Jodhpur East,2014,25,28,2,97,3,218,0
7815,Rajasthan,Jodhpur West,2014,46,49,0,117,0,165,0
7816,Rajasthan,Jodhpur Rural,2014,43,43,6,115,0,210,0
7817,Rajasthan,Karauli,2014,49,84,14,104,0,214,0
7818,Rajasthan,Kota City,2014,100,137,3,102,0,538,0
7819,Rajasthan,Kota Rural,2014,60,75,2,186,0,271,0
7820,Rajasthan,Nagaur,2014,102,110,8,94,0,516,0
7821,Rajasthan,Pali,2014,107,161,21,341,0,516,0
7822,Rajasthan,Pratapgarh,2014,202,142,12,305,0,322,0
7823,Rajasthan,Rajsamand,2014,48,72,6,81,0,290,0
7824,Rajasthan,Sawai Madhopur,2014,70,83,0,96,0,297,0
7825,Rajasthan,Sikar,2014,79,149,14,60,0,405,0
7826,Rajasthan,Sirohi,2014,51,62,4,78,1,276,0
7827,Rajasthan,Tonk,2014,52,75,5,129,3,316,0
7828,Rajasthan,Udaipur,2014,229,312,8,479,3,723,0
7829,SIKKIM,EAST,2001,7,1,0,0,8,0,0
7830,SIKKIM,NORTH,2001,0,0,0,0,0,0,0
7831,SIKKIM,SOUTH,2001,1,0,0,0,4,0,0
7832,SIKKIM,WEST,2001,0,1,0,0,2,0,0
7833,SIKKIM,EAST,2002,3,2,0,9,0,2,0
7834,SIKKIM,NORTH,2002,0,0,0,2,0,0,0
7835,SIKKIM,SOUTH,2002,1,0,0,3,0,1,0
7836,SIKKIM,WEST,2002,2,0,0,3,0,0,0
7837,SIKKIM,EAST,2003,5,0,0,11,0,1,0
7838,SIKKIM,NORTH,2003,2,0,0,0,0,0,0
7839,SIKKIM,SOUTH,2003,1,0,0,6,0,0,0
7840,SIKKIM,WEST,2003,2,0,0,8,0,0,0
7841,SIKKIM,EAST,2004,1,1,0,15,0,0,0
7842,SIKKIM,NORTH,2004,0,0,0,1,0,0,0
7843,SIKKIM,SOUTH,2004,2,3,0,12,0,1,0
7844,SIKKIM,WEST,2004,0,0,0,12,0,0,0
7845,SIKKIM,EAST,2005,8,1,0,8,0,3,0
7846,SIKKIM,NORTH,2005,1,0,0,1,0,0,0
7847,SIKKIM,SOUTH,2005,6,1,0,22,0,0,0
7848,SIKKIM,WEST,2005,3,0,0,7,0,1,0
7849,SIKKIM,EAST,2006,10,4,0,6,0,4,0
7850,SIKKIM,NORTH,2006,3,0,0,0,0,0,0
7851,SIKKIM,SOUTH,2006,5,2,0,5,0,2,0
7852,SIKKIM,WEST,2006,2,1,0,3,0,0,0
7853,SIKKIM,EAST,2007,8,5,0,3,0,3,0
7854,SIKKIM,NORTH,2007,0,0,0,0,0,1,0
7855,SIKKIM,SOUTH,2007,12,1,0,3,0,2,0
7856,SIKKIM,WEST,2007,4,3,0,7,0,1,0
7857,SIKKIM,EAST,2008,5,2,0,5,0,3,0
7858,SIKKIM,NORTH,2008,1,0,0,1,0,0,0
7859,SIKKIM,SOUTH,2008,9,1,0,10,0,0,0
7860,SIKKIM,WEST,2008,5,1,0,3,0,2,0
7861,SIKKIM,EAST,2009,5,2,0,4,0,4,0
7862,SIKKIM,NORTH,2009,0,0,0,0,0,0,0
7863,SIKKIM,SOUTH,2009,8,2,0,5,0,1,0
7864,SIKKIM,WEST,2009,5,2,0,1,0,1,0
7865,SIKKIM,EAST,2010,5,4,0,1,0,0,0
7866,SIKKIM,NORTH,2010,0,0,0,0,0,0,0
7867,SIKKIM,SOUTH,2010,9,1,0,5,0,2,0
7868,SIKKIM,WEST,2010,4,1,1,5,0,1,0
7869,SIKKIM,EAST,2011,7,5,0,6,0,2,0
7870,SIKKIM,NORTH,2011,0,0,0,1,0,0,0
7871,SIKKIM,SOUTH,2011,4,4,0,11,0,1,0
7872,SIKKIM,WEST,2011,5,1,0,6,0,1,0
7873,SIKKIM,EAST,2012,13,6,1,7,0,2,0
7874,SIKKIM,NORTH,2012,0,0,0,0,0,0,0
7875,SIKKIM,SOUTH,2012,12,3,0,6,0,1,0
7876,SIKKIM,WEST,2012,9,1,0,6,0,1,0
7877,Sikkim,EAST,2013,22,9,0,16,0,3,0
7878,Sikkim,NORTH,2013,1,0,0,0,0,0,0
7879,Sikkim,SOUTH,2013,15,5,0,8,0,1,0
7880,Sikkim,WEST,2013,5,2,0,5,0,1,0
7881,Sikkim,East,2014,16,9,0,15,0,4,0
7882,Sikkim,North,2014,2,0,0,1,0,1,0
7883,Sikkim,South,2014,15,2,0,13,3,0,0
7884,Sikkim,West,2014,14,1,0,5,0,0,0
7885,Sikkim,CID,2014,0,0,0,0,0,0,0
7886,TAMIL NADU,ARIYALUR,2001,6,14,3,38,4,8,0
7887,TAMIL NADU,CHENGAI,2001,20,8,16,58,8,57,0
7888,TAMIL NADU,CHENNAI,2001,28,0,13,70,209,111,0
7889,TAMIL NADU,CHENNAI RLY.,2001,0,0,0,5,0,2,0
7890,TAMIL NADU,COIMBATORE RURAL,2001,18,27,16,75,25,49,0
7891,TAMIL NADU,COIMBATORE URBAN,2001,4,10,5,19,38,28,0
7892,TAMIL NADU,CUDDALORE,2001,16,2,9,137,50,21,0
7893,TAMIL NADU,DHARMAPURI,2001,17,30,6,65,8,18,0
7894,TAMIL NADU,DINDIGUL,2001,14,35,8,48,11,8,5
7895,TAMIL NADU,ERODE,2001,9,14,4,72,16,25,0
7896,TAMIL NADU,KANCHIPURAM,2001,21,9,6,30,9,12,9
7897,TAMIL NADU,KANYAKUMARI,2001,6,9,5,27,170,29,0
7898,TAMIL NADU,KARUR,2001,4,8,2,21,2,14,0
7899,TAMIL NADU,MADURAI RURAL,2001,13,23,5,52,8,69,0
7900,TAMIL NADU,MADURAI URBAN,2001,2,18,12,20,52,24,0
7901,TAMIL NADU,NAGAPATTINAM,2001,12,25,4,55,13,8,0
7902,TAMIL NADU,NAMAKKAL,2001,7,16,4,39,13,18,0
7903,TAMIL NADU,NILGIRIS,2001,8,5,2,6,5,16,0
7904,TAMIL NADU,PERAMBALUR,2001,3,11,0,18,0,12,0
7905,TAMIL NADU,PUDUKOTTAI,2001,5,24,2,32,4,25,0
7906,TAMIL NADU,RAMNATHAPURAM,2001,13,17,4,59,12,16,0
7907,TAMIL NADU,SALEM RURAL,2001,8,29,8,53,7,7,0
7908,TAMIL NADU,SALEM URBAN,2001,2,10,3,7,13,11,0
7909,TAMIL NADU,SIVAGANGAI,2001,5,10,4,17,2,9,0
7910,TAMIL NADU,THANJAVUR,2001,0,34,0,53,46,31,0
7911,TAMIL NADU,THENI,2001,4,7,4,29,8,9,0
7912,TAMIL NADU,THIRUNELVELI RURAL,2001,57,53,3,155,62,13,0
7913,TAMIL NADU,THIRUNELVELI URBAN,2001,3,10,0,2,21,6,0
7914,TAMIL NADU,THIRUVALLUR,2001,16,11,6,70,17,16,0
7915,TAMIL NADU,THIRUVANNAMALAI,2001,5,33,1,53,9,18,0
7916,TAMIL NADU,THIRUVARUR,2001,7,26,4,50,18,2,0
7917,TAMIL NADU,THOOTHUGUDI,2001,12,0,1,94,47,36,0
7918,TAMIL NADU,TRICHY RLY.,2001,0,0,0,0,3,0,0
7919,TAMIL NADU,TRICHY RURAL,2001,6,17,3,22,5,2,0
7920,TAMIL NADU,TRICHY URBAN,2001,5,6,4,9,51,18,0
7921,TAMIL NADU,VELLORE,2001,13,0,8,54,16,5,0
7922,TAMIL NADU,VILLUPURAM,2001,37,37,14,78,20,42,0
7923,TAMIL NADU,VIRUDHUNAGAR,2001,17,19,2,81,10,20,0
7924,TAMIL NADU,CHENGAI,2002,27,30,28,69,24,90,0
7925,TAMIL NADU,CHENNAI,2002,26,21,20,61,941,106,0
7926,TAMIL NADU,CHENNAI RLY.,2002,0,0,0,3,0,0,0
7927,TAMIL NADU,COIMBATORE RURAL,2002,25,30,21,79,25,74,0
7928,TAMIL NADU,COIMBATORE URBAN,2002,2,4,7,14,16,28,0
7929,TAMIL NADU,CUDDALORE,2002,27,36,10,110,21,27,0
7930,TAMIL NADU,DHARMAPURI,2002,20,23,14,62,8,30,0
7931,TAMIL NADU,DINDIGUL,2002,14,25,2,33,44,23,0
7932,TAMIL NADU,ERODE,2002,13,28,3,68,6,31,0
7933,TAMIL NADU,KANCHIPURAM,2002,20,0,9,41,16,13,0
7934,TAMIL NADU,KANYAKUMARI,2002,10,10,4,43,82,29,0
7935,TAMIL NADU,KARUR,2002,10,15,1,8,1,24,0
7936,TAMIL NADU,MADURAI RURAL,2002,15,16,8,60,6,45,0
7937,TAMIL NADU,MADURAI URBAN,2002,7,12,6,23,123,25,0
7938,TAMIL NADU,NAGAPATTINAM,2002,27,24,7,83,6,14,0
7939,TAMIL NADU,NAMAKKAL,2002,13,25,3,41,18,26,0
7940,TAMIL NADU,NILGIRIS,2002,6,0,0,20,4,25,0
7941,TAMIL NADU,PERAMBALUR,2002,16,22,4,88,15,22,0
7942,TAMIL NADU,PUDUKOTTAI,2002,10,23,4,49,6,32,0
7943,TAMIL NADU,RAMNATHAPURAM,2002,13,9,5,51,6,23,0
7944,TAMIL NADU,SALEM RURAL,2002,14,24,3,54,6,27,0
7945,TAMIL NADU,SALEM URBAN,2002,8,3,5,3,13,15,0
7946,TAMIL NADU,SIVAGANGAI,2002,6,10,3,22,9,44,0
7947,TAMIL NADU,THANJAVUR,2002,10,16,1,30,19,23,0
7948,TAMIL NADU,THENI,2002,12,19,4,52,5,15,0
7949,TAMIL NADU,THIRUNELVELI RURAL,2002,41,47,3,143,52,28,0
7950,TAMIL NADU,THIRUNELVELI URBAN,2002,3,12,6,10,14,10,0
7951,TAMIL NADU,THIRUVALLUR,2002,10,33,7,96,24,28,0
7952,TAMIL NADU,THIRUVANNAMALAI,2002,10,44,9,54,29,18,0
7953,TAMIL NADU,THIRUVARUR,2002,4,3,5,50,15,2,0
7954,TAMIL NADU,THOOTHUGUDI,2002,13,19,4,121,0,48,0
7955,TAMIL NADU,TRICHY RLY.,2002,0,0,0,2,1,1,0
7956,TAMIL NADU,TRICHY RURAL,2002,5,13,10,14,7,2,0
7957,TAMIL NADU,TRICHY URBAN,2002,2,9,7,16,106,20,0
7958,TAMIL NADU,VELLORE,2002,31,33,13,48,21,6,0
7959,TAMIL NADU,VILLUPURAM,2002,51,53,3,92,17,42,0
7960,TAMIL NADU,VIRUDHUNAGAR,2002,13,23,4,64,12,36,0
7961,TAMIL NADU,CHENGAI,2003,17,33,15,100,62,78,0
7962,TAMIL NADU,CHENNAI,2003,38,0,18,90,212,159,0
7963,TAMIL NADU,CHENNAI RLY.,2003,0,0,0,4,2,0,0
7964,TAMIL NADU,COIMBATORE RURAL,2003,16,14,17,79,29,97,0
7965,TAMIL NADU,COIMBATORE URBAN,2003,4,1,1,18,6,24,0
7966,TAMIL NADU,CUDDALORE,2003,19,10,10,73,18,35,0
7967,TAMIL NADU,DHARMAPURI,2003,23,34,16,91,11,36,0
7968,TAMIL NADU,DINDIGUL,2003,18,14,3,51,2,30,0
7969,TAMIL NADU,ERODE,2003,11,33,2,60,10,50,0
7970,TAMIL NADU,KANCHIPURAM,2003,31,16,11,57,60,23,0
7971,TAMIL NADU,KANYAKUMARI,2003,11,9,4,22,33,50,0
7972,TAMIL NADU,KARUR,2003,3,10,2,5,4,24,0
7973,TAMIL NADU,MADURAI RURAL,2003,22,24,13,58,8,63,0
7974,TAMIL NADU,MADURAI URBAN,2003,7,16,10,29,49,35,0
7975,TAMIL NADU,NAGAPATTINAM,2003,5,19,8,50,4,25,0
7976,TAMIL NADU,NAMAKKAL,2003,7,22,6,54,20,41,0
7977,TAMIL NADU,NILGIRIS,2003,9,2,0,39,4,0,0
7978,TAMIL NADU,PERAMBALUR,2003,13,26,3,65,10,42,0
7979,TAMIL NADU,PUDUKOTTAI,2003,8,14,2,52,5,28,0
7980,TAMIL NADU,RAMNATHAPURAM,2003,10,10,3,49,6,45,0
7981,TAMIL NADU,SALEM RURAL,2003,35,62,10,167,9,151,0
7982,TAMIL NADU,SALEM URBAN,2003,11,8,3,11,13,13,0
7983,TAMIL NADU,SIVAGANGAI,2003,4,19,4,17,7,34,0
7984,TAMIL NADU,THANJAVUR,2003,14,22,1,100,14,33,0
7985,TAMIL NADU,THENI,2003,6,5,4,53,7,25,0
7986,TAMIL NADU,THIRUNELVELI RURAL,2003,43,27,11,122,28,41,0
7987,TAMIL NADU,THIRUNELVELI URBAN,2003,4,10,0,11,18,21,0
7988,TAMIL NADU,THIRUVALLUR,2003,14,23,8,70,13,28,0
7989,TAMIL NADU,THIRUVANNAMALAI,2003,25,20,6,37,8,22,0
7990,TAMIL NADU,THIRUVARUR,2003,9,8,2,71,9,19,0
7991,TAMIL NADU,THOOTHUGUDI,2003,21,22,5,76,51,54,0
7992,TAMIL NADU,TRICHY RLY.,2003,0,0,0,0,1,0,0
7993,TAMIL NADU,TRICHY RURAL,2003,7,9,7,16,4,44,1
7994,TAMIL NADU,TRICHY URBAN,2003,6,7,0,5,41,44,0
7995,TAMIL NADU,VELLORE,2003,20,23,6,43,32,17,0
7996,TAMIL NADU,VILLUPURAM,2003,39,40,6,100,29,62,0
7997,TAMIL NADU,VIRUDHUNAGAR,2003,27,20,3,77,42,62,0
7998,TAMIL NADU,CHENGAI,2004,33,24,32,102,29,94,0
7999,TAMIL NADU,CHENNAI,2004,30,20,23,55,189,154,0
8000,TAMIL NADU,CHENNAI RLY.,2004,0,1,1,0,2,1,0
8001,TAMIL NADU,COIMBATORE RURAL,2004,23,25,7,65,51,67,0
8002,TAMIL NADU,COIMBATORE URBAN,2004,4,4,4,16,21,29,0
8003,TAMIL NADU,CUDDALORE,2004,18,22,6,53,53,25,0
8004,TAMIL NADU,DHARMAPURI,2004,22,14,2,57,14,23,0
8005,TAMIL NADU,DINDIGUL,2004,18,18,7,30,4,38,0
8006,TAMIL NADU,ERODE,2004,13,20,7,35,5,21,0
8007,TAMIL NADU,KANCHIPURAM,2004,17,11,5,65,41,6,0
8008,TAMIL NADU,KANYAKUMARI,2004,3,12,0,22,19,54,0
8009,TAMIL NADU,KARUR,2004,4,6,3,12,6,13,0
8010,TAMIL NADU,KRISHNAGIRI,2004,9,21,8,38,74,31,0
8011,TAMIL NADU,MADURAI RURAL,2004,29,29,7,70,9,26,0
8012,TAMIL NADU,MADURAI URBAN,2004,8,23,5,34,40,38,0
8013,TAMIL NADU,NAGAPATTINAM,2004,9,14,5,28,3,9,0
8014,TAMIL NADU,NAMAKKAL,2004,7,18,8,35,17,39,0
8015,TAMIL NADU,NILGIRIS,2004,14,3,2,45,14,4,0
8016,TAMIL NADU,PERAMBALUR,2004,15,24,4,44,16,39,0
8017,TAMIL NADU,PUDUKOTTAI,2004,11,16,2,60,4,35,0
8018,TAMIL NADU,RAMNATHAPURAM,2004,10,12,2,48,7,5,0
8019,TAMIL NADU,SALEM RURAL,2004,56,101,12,337,17,254,0
8020,TAMIL NADU,SALEM URBAN,2004,11,4,9,5,27,18,0
8021,TAMIL NADU,SIVAGANGAI,2004,13,16,7,16,23,40,0
8022,TAMIL NADU,THANJAVUR,2004,12,29,5,75,1,21,0
8023,TAMIL NADU,THENI,2004,5,10,1,64,13,27,0
8024,TAMIL NADU,THIRUNELVELI RURAL,2004,30,18,5,88,18,57,0
8025,TAMIL NADU,THIRUNELVELI URBAN,2004,3,4,2,13,18,13,0
8026,TAMIL NADU,THIRUVALLUR,2004,16,14,14,46,15,29,0
8027,TAMIL NADU,THIRUVANNAMALAI,2004,27,25,3,27,16,4,0
8028,TAMIL NADU,THIRUVARUR,2004,7,8,2,68,13,10,0
8029,TAMIL NADU,THOOTHUGUDI,2004,35,18,2,16,84,62,0
8030,TAMIL NADU,TRICHY RLY.,2004,0,0,0,2,0,0,0
8031,TAMIL NADU,TRICHY RURAL,2004,16,16,5,9,5,0,0
8032,TAMIL NADU,TRICHY URBAN,2004,0,3,4,8,102,32,0
8033,TAMIL NADU,VELLORE,2004,17,22,6,46,28,11,0
8034,TAMIL NADU,VILLUPURAM,2004,55,44,5,87,13,59,0
8035,TAMIL NADU,VIRUDHUNAGAR,2004,18,23,3,40,70,49,0
8036,TAMIL NADU,CHENNAI,2005,43,31,30,82,102,236,0
8037,TAMIL NADU,CHENNAI RLY.,2005,0,0,0,3,1,2,0
8038,TAMIL NADU,COIMBATORE RURAL,2005,33,18,8,165,35,147,0
8039,TAMIL NADU,COIMBATORE URBAN,2005,6,3,3,21,5,31,0
8040,TAMIL NADU,CUDDALORE,2005,32,23,13,45,0,40,0
8041,TAMIL NADU,DHARMAPURI,2005,7,23,5,42,4,41,0
8042,TAMIL NADU,DINDIGUL,2005,17,0,5,33,1,35,0
8043,TAMIL NADU,ERODE,2005,22,16,5,72,11,63,0
8044,TAMIL NADU,KANCHIPURAM,2005,18,0,12,43,13,10,0
8045,TAMIL NADU,KANYAKUMARI,2005,13,16,1,15,0,40,0
8046,TAMIL NADU,KARUR,2005,6,12,5,8,7,26,0
8047,TAMIL NADU,KRISHNAGIRI,2005,10,26,10,47,34,28,0
8048,TAMIL NADU,MADURAI RURAL,2005,24,32,4,57,13,44,0
8049,TAMIL NADU,MADURAI URBAN,2005,5,13,3,28,29,43,0
8050,TAMIL NADU,NAGAPATTINAM,2005,12,12,2,45,6,19,0
8051,TAMIL NADU,NAMAKKAL,2005,0,33,0,39,0,41,0
8052,TAMIL NADU,NILGIRIS,2005,13,8,0,32,0,6,0
8053,TAMIL NADU,PERAMBALUR,2005,19,16,3,51,3,21,0
8054,TAMIL NADU,PUDUKOTTAI,2005,14,29,4,55,8,51,0
8055,TAMIL NADU,RAMNATHAPURAM,2005,5,14,4,28,3,29,0
8056,TAMIL NADU,SALEM RURAL,2005,52,106,14,218,0,154,0
8057,TAMIL NADU,SALEM URBAN,2005,4,10,6,9,9,18,0
8058,TAMIL NADU,SIVAGANGAI,2005,2,7,8,8,10,28,0
8059,TAMIL NADU,THANJAVUR,2005,9,45,7,102,5,26,0
8060,TAMIL NADU,THENI,2005,3,14,2,50,4,19,0
8061,TAMIL NADU,THIRUNELVELI RURAL,2005,27,26,5,123,1,48,0
8062,TAMIL NADU,THIRUNELVELI URBAN,2005,2,6,1,7,29,6,0
8063,TAMIL NADU,THIRUVALLUR,2005,15,21,14,58,17,24,0
8064,TAMIL NADU,THIRUVANNAMALAI,2005,26,35,5,17,16,53,0
8065,TAMIL NADU,THIRUVARUR,2005,4,4,1,72,21,15,0
8066,TAMIL NADU,THOOTHUGUDI,2005,17,8,3,10,105,59,0
8067,TAMIL NADU,TRICHY RLY.,2005,0,0,0,1,0,1,0
8068,TAMIL NADU,TRICHY RURAL,2005,19,50,7,12,7,43,0
8069,TAMIL NADU,TRICHY URBAN,2005,1,4,2,17,74,23,0
8070,TAMIL NADU,VELLORE,2005,23,23,12,54,0,28,0
8071,TAMIL NADU,VILUPPURAM,2005,49,49,9,50,5,59,0
8072,TAMIL NADU,VIRUDHUNAGAR,2005,19,50,2,45,87,93,0
8073,TAMIL NADU,CHENNAI,2006,29,41,32,87,88,213,0
8074,TAMIL NADU,CHENNAI RLY.,2006,1,0,0,2,3,1,0
8075,TAMIL NADU,COIMBATORE RURAL,2006,18,20,8,60,26,67,0
8076,TAMIL NADU,COIMBATORE URBAN,2006,8,3,5,11,11,30,0
8077,TAMIL NADU,CUDDALORE,2006,21,33,8,28,65,25,0
8078,TAMIL NADU,DHARMAPURI,2006,9,11,4,33,8,28,0
8079,TAMIL NADU,DINDIGUL,2006,11,38,4,29,8,43,0
8080,TAMIL NADU,ERODE,2006,13,14,7,35,3,30,0
8081,TAMIL NADU,KANCHIPURAM,2006,12,13,12,25,5,22,0
8082,TAMIL NADU,KANYAKUMARI,2006,3,13,4,21,22,28,0
8083,TAMIL NADU,KARUR,2006,5,14,0,7,6,21,0
8084,TAMIL NADU,KRISHNAGIRI,2006,14,26,7,24,10,23,0
8085,TAMIL NADU,MADURAI RURAL,2006,28,25,2,49,10,38,0
8086,TAMIL NADU,MADURAI URBAN,2006,9,7,4,12,15,35,0
8087,TAMIL NADU,NAGAPATTINAM,2006,9,14,6,73,11,9,0
8088,TAMIL NADU,NAMAKKAL,2006,6,17,0,25,14,18,0
8089,TAMIL NADU,NILGIRIS,2006,5,2,1,13,6,7,0
8090,TAMIL NADU,PERAMBALUR,2006,15,13,3,33,3,26,0
8091,TAMIL NADU,PUDUKOTTAI,2006,8,25,5,47,2,39,0
8092,TAMIL NADU,RAMNATHAPURAM,2006,12,20,7,22,6,1,0
8093,TAMIL NADU,SALEM RURAL,2006,21,41,7,71,7,39,0
8094,TAMIL NADU,SALEM URBAN,2006,7,13,6,3,24,18,0
8095,TAMIL NADU,SIVAGANGAI,2006,5,16,2,8,19,32,0
8096,TAMIL NADU,THANJAVUR,2006,8,55,6,80,5,25,0
8097,TAMIL NADU,THENI,2006,5,25,3,21,16,17,0
8098,TAMIL NADU,THIRUNELVELI RURAL,2006,42,31,7,86,62,44,0
8099,TAMIL NADU,THIRUNELVELI URBAN,2006,4,3,1,8,27,24,0
8100,TAMIL NADU,THIRUVALLUR,2006,10,2,2,30,18,21,0
8101,TAMIL NADU,THIRUVANNAMALAI,2006,10,16,1,8,27,31,0
8102,TAMIL NADU,THIRUVARUR,2006,7,15,5,66,18,13,0
8103,TAMIL NADU,THOOTHUGUDI,2006,13,10,2,5,132,20,0
8104,TAMIL NADU,TRICHY RLY.,2006,1,0,0,0,1,0,0
8105,TAMIL NADU,TRICHY RURAL,2006,12,40,6,22,3,52,0
8106,TAMIL NADU,TRICHY URBAN,2006,3,15,6,4,58,27,0
8107,TAMIL NADU,VELLORE,2006,27,37,7,49,25,92,0
8108,TAMIL NADU,VILLUPURAM,2006,39,26,6,52,17,38,0
8109,TAMIL NADU,VIRUDHUNAGAR,2006,7,24,1,30,71,51,0
8110,TAMIL NADU,CHENNAI,2007,46,59,43,108,126,323,0
8111,TAMIL NADU,CHENNAI RLY.,2007,0,1,1,2,0,0,0
8112,TAMIL NADU,COIMBATORE RURAL,2007,16,71,11,121,8,163,0
8113,TAMIL NADU,COIMBATORE URBAN,2007,10,8,4,12,2,50,0
8114,TAMIL NADU,CUDDALORE,2007,28,57,3,28,113,50,0
8115,TAMIL NADU,DHARMAPURI,2007,6,37,4,77,0,45,0
8116,TAMIL NADU,DINDIGUL,2007,12,49,3,28,15,66,0
8117,TAMIL NADU,ERODE,2007,20,62,5,64,7,99,0
8118,TAMIL NADU,KANCHIPURAM,2007,25,18,13,27,18,10,0
8119,TAMIL NADU,KANYAKUMARI,2007,11,22,7,11,45,70,0
8120,TAMIL NADU,KARUR,2007,3,10,0,16,4,17,0
8121,TAMIL NADU,KRISHNAGIRI,2007,11,32,3,43,6,16,0
8122,TAMIL NADU,MADURAI RURAL,2007,9,30,11,54,30,97,0
8123,TAMIL NADU,MADURAI URBAN,2007,4,16,10,11,31,76,0
8124,TAMIL NADU,NAGAPATTINAM,2007,14,26,4,53,5,22,0
8125,TAMIL NADU,NAMAKKAL,2007,12,26,3,33,9,27,0
8126,TAMIL NADU,NILGIRIS,2007,6,3,1,13,0,8,0
8127,TAMIL NADU,PERAMBALUR,2007,26,21,3,65,14,31,0
8128,TAMIL NADU,PUDUKOTTAI,2007,14,20,6,55,0,36,0
8129,TAMIL NADU,RAMNATHAPURAM,2007,8,18,3,29,11,7,0
8130,TAMIL NADU,SALEM RURAL,2007,25,60,6,125,0,69,0
8131,TAMIL NADU,SALEM URBAN,2007,10,21,2,14,21,42,0
8132,TAMIL NADU,SIVAGANGAI,2007,3,31,3,4,12,63,0
8133,TAMIL NADU,THANJAVUR,2007,5,47,9,96,0,46,0
8134,TAMIL NADU,THENI,2007,4,22,3,42,12,44,0
8135,TAMIL NADU,THIRUNELVELI RURAL,2007,35,54,5,96,0,105,0
8136,TAMIL NADU,THIRUNELVELI URBAN,2007,6,7,1,8,28,7,0
8137,TAMIL NADU,THIRUVALLUR,2007,7,12,3,88,10,16,0
8138,TAMIL NADU,THIRUVANNAMALAI,2007,14,25,4,25,28,15,0
8139,TAMIL NADU,THIRUVARUR,2007,9,30,10,23,10,25,0
8140,TAMIL NADU,THOOTHUGUDI,2007,19,29,2,5,191,61,0
8141,TAMIL NADU,TRICHY RLY.,2007,0,0,0,1,0,0,0
8142,TAMIL NADU,TRICHY RURAL,2007,12,20,4,19,0,31,0
8143,TAMIL NADU,TRICHY URBAN,2007,2,14,2,7,6,33,0
8144,TAMIL NADU,VELLORE,2007,25,48,8,26,0,75,0
8145,TAMIL NADU,VILLUPURAM,2007,58,53,5,72,22,83,0
8146,TAMIL NADU,VIRUDHUNAGAR,2007,8,38,3,39,91,48,0
8147,TAMIL NADU,CHENNAI,2008,35,32,25,46,67,165,0
8148,TAMIL NADU,CHENNAI RLY.,2008,0,1,0,5,0,0,0
8149,TAMIL NADU,CHENNAISUBURBAN,2008,21,24,28,42,42,41,0
8150,TAMIL NADU,COIMBATORE RURAL,2008,14,46,8,107,8,115,0
8151,TAMIL NADU,COIMBATORE URBAN,2008,9,7,6,29,7,62,0
8152,TAMIL NADU,CUDDALORE,2008,16,52,1,29,80,50,0
